txn_id,ts,customer_id,merchant_id,device_id,pm_id,amount,status,is_abuse,scenario_id,split,time_since_last_txn,burst_score,amount_ratio_vs_customer,txn_count_5m,txn_count_1h,unique_merchants_1h,new_device_24h,merchant_velocity_1h,customer_degree_24h,shared_device_customers_24h,shared_pm_customers_24h,two_hop_customer_count_24h,local_cluster_density_24h
T110,2026-01-01 00:36:25,C1833,M69,D863,P2230,83.82566480656351,success,1,S3_coordinated_burst,train,135.0,0.20325282050390903,5.226432886189762,1,4,1,1,53,9,16,7,19,0.1725
T111,2026-01-01 00:36:40,C1807,M69,D863,P770,100.15363602758524,success,1,S3_coordinated_burst,train,786.0,0.14993632002394186,1.276243667685831,0,7,2,1,54,15,16,8,19,0.175
T112,2026-01-01 00:36:56,C805,M3,D589,P369,12.37401258929548,success,1,S3_coordinated_burst,train,280.0,0.17724503211885126,0.2032705855530309,1,8,2,0,39,17,19,7,19,0.17666666666666667
T113,2026-01-01 00:37:02,C1243,M69,D384,P569,62.77829681061581,success,1,S3_coordinated_burst,train,456.0,0.16321549717314204,0.993246257706233,0,2,1,1,55,5,13,4,19,0.17459016393442622
T114,2026-01-01 00:37:08,C1563,M3,D115,P467,17.63204657902936,success,1,S3_coordinated_burst,train,89.0,0.22168724132403095,0.20910583769747423,2,5,2,1,40,12,16,10,19,0.1762295081967213
T115,2026-01-01 00:37:35,C148,M69,D498,P1168,72.59860096448212,failed,1,S3_coordinated_burst,train,99.0,0.21667906533553166,1.8208586156119058,2,8,2,1,56,14,18,10,19,0.1778688524590164
T116,2026-01-01 00:37:40,C336,M3,D142,P2230,21.3274662366464,success,1,S3_coordinated_burst,train,626.0,0.1552182794613759,1.7393153610156364,0,1,1,1,41,3,9,2,19,0.17950819672131146
T117,2026-01-01 00:37:51,C7,M3,D543,P462,11.801314092601803,success,1,S3_coordinated_burst,train,753.0,0.15090426932900913,1.064125143528562,0,4,2,1,42,9,16,7,19,0.18114754098360655
T118,2026-01-01 00:37:59,C459,M19,D129,P2104,214.68250729271617,success,0,background,train,999999.0,0.07238240841133117,1.0,0,0,0,1,0,0,0,0,0,0.0
T119,2026-01-01 00:38:04,C7,M3,D390,P135,11.634616622307387,success,1,S3_coordinated_burst,train,13.0,0.36926937306885504,0.9961952773850493,1,5,2,1,43,11,17,10,19,0.18278688524590164
T120,2026-01-01 00:38:14,C425,M3,D390,P695,12.90818572922907,success,1,S3_coordinated_burst,train,417.0,0.1656212948674457,0.1375359157868163,0,3,1,1,44,7,15,3,19,0.18442622950819673
T121,2026-01-01 00:38:26,C425,M69,D589,P2495,81.06062173402604,success,1,S3_coordinated_burst,train,12.0,0.3789231816899512,0.9302343167019723,1,4,2,1,57,9,16,4,19,0.1860655737704918
T122,2026-01-01 00:39:40,C1563,M3,D498,P467,18.03953141845566,failed,1,S3_coordinated_burst,train,152.0,0.1985327397206032,0.22863873892901745,2,6,2,1,45,14,16,10,19,0.18770491803278688
T123,2026-01-01 00:40:06,C7,M69,D115,P1426,70.5631846304038,success,1,S3_coordinated_burst,train,122.0,0.2074567608530314,6.053371948728205,2,6,2,1,58,13,18,11,19,0.1885245901639344
T124,2026-01-01 00:40:46,C462,M3,D142,P750,15.415818138597473,success,1,S3_coordinated_burst,train,263.0,0.17922014706567788,0.30098451341624,1,2,2,1,46,6,10,6,19,0.1870967741935484
T125,2026-01-01 00:40:51,C336,M69,D384,P909,66.59096076119356,success,1,S3_coordinated_burst,train,191.0,0.19001688568106462,3.964990798278599,1,2,1,1,59,5,13,2,19,0.18870967741935485
T126,2026-01-01 00:41:14,C336,M3,D16,P386,14.887614135231562,success,1,S3_coordinated_burst,train,23.0,0.31066746727980593,0.6980485628041913,2,3,2,1,47,8,14,2,19,0.1880952380952381
T127,2026-01-01 00:41:16,C7,M3,D384,P387,14.298921361843185,success,1,S3_coordinated_burst,train,70.0,0.23382699798647663,1.2243220722079446,3,7,2,0,48,15,19,12,19,0.18671875
T128,2026-01-01 00:41:25,C186,M69,D696,P855,87.81354703963098,success,1,S3_coordinated_burst,train,1438.0,0.13750621817166464,1.991829176750118,0,4,2,1,60,9,14,4,19,0.1875
T129,2026-01-01 00:41:31,C205,M31,D27,P1080,17.549138490105495,failed,0,background,train,999999.0,0.07238240841133117,1.0,0,0,0,1,0,0,0,0,0,0.0
T130,2026-01-01 00:41:42,C462,M3,D589,P1565,13.088037235918794,success,1,S3_coordinated_burst,train,56.0,0.24627854581449443,0.8489999446185795,1,3,2,1,49,8,15,7,19,0.1890625
T131,2026-01-01 00:41:55,C186,M3,D16,P136,14.404713982146667,success,1,S3_coordinated_burst,train,30.0,0.28853900817779266,0.19548188040939735,1,5,2,1,50,11,15,5,19,0.190625
T132,2026-01-01 00:42:05,C1954,M3,D467,P467,12.992302686070728,success,1,S3_coordinated_burst,train,445.0,0.16386569411765275,0.23389667876536335,0,3,2,0,51,8,12,8,19,0.1921875
T133,2026-01-01 00:42:09,C1066,M3,D174,P2183,12.714009615256028,success,1,S3_coordinated_burst,train,883.0,0.1473711714173624,1.0795408439547876,0,3,2,1,52,8,15,7,19,0.19296875
T134,2026-01-01 00:42:53,C304,M3,D696,P1213,14.071881302502328,success,1,S3_coordinated_burst,train,1558.0,0.13600925003899322,0.1941282515688184,0,3,2,1,53,8,16,7,19,0.19453125
T135,2026-01-01 00:43:03,C7,M3,D467,P770,13.91724635410725,success,1,S3_coordinated_burst,train,107.0,0.21315835557367352,1.1854363997201518,3,8,2,1,54,16,19,13,19,0.19609375
T136,2026-01-01 00:43:13,C1066,M69,D900,P2092,87.66433208671128,success,1,S3_coordinated_burst,train,64.0,0.23868315209103041,7.15882646092368,1,4,2,1,61,10,17,9,19,0.19765625
